,chemical formula,supercell,phase,i,degeneracy,total energy [eV],ref. total energy [meV/f.u.],directory
1193,Hf30LaO63Si,222,61,224,1,-13026776.4131177,25.144386291503906,Hf30LaO63Si_sc222/No61/224
1194,Hf30LaO63Si,222,14,225,1,-13026777.6450122,-13.757545232772827,Hf30LaO63Si_sc222/No14/225
1195,Hf30LaO63Si,222,29,225,1,-13026776.8342452,11.845623075962068,Hf30LaO63Si_sc222/No29/225
1196,Hf30LaO63Si,222,61,225,1,-13026777.431072699,-7.001561164855957,Hf30LaO63Si_sc222/No61/225
1197,Hf30LaO63Si,222,137,37,4,-13026776.7006448,16.064583122730255,Hf30LaO63Si_sc222/No137/37
1198,Hf30LaO63Si,222,14,226,1,-13026777.8777744,-21.107930541038517,Hf30LaO63Si_sc222/No14/226
1199,Hf30LaO63Si,222,29,226,1,-13026776.333302401,27.66486948728561,Hf30LaO63Si_sc222/No29/226
1200,Hf30LaO63Si,222,61,226,1,-13026776.945231501,8.340792655944824,Hf30LaO63Si_sc222/No61/226
1201,Hf30LaO63Si,222,14,227,1,-13026777.2390467,-0.9375821352005004,Hf30LaO63Si_sc222/No14/227
1202,Hf30LaO63Si,222,29,227,1,-13026776.3088012,28.43859153985977,Hf30LaO63Si_sc222/No29/227
1203,Hf30LaO63Si,222,61,227,1,-13026776.6055388,19.0679304599762,Hf30LaO63Si_sc222/No61/227
1204,Hf30LaO63Si,222,14,228,1,-13026777.114236599,3.00378942489624,Hf30LaO63Si_sc222/No14/228
1205,Hf30LaO63Si,222,29,228,1,-13026776.090266,35.339703023433685,Hf30LaO63Si_sc222/No29/228
1206,Hf30LaO63Si,222,61,228,1,-13026776.9141046,9.323747336864473,Hf30LaO63Si_sc222/No61/228
1207,Hf30LaO63Si,222,14,229,1,-13026776.9166825,9.242339968681335,Hf30LaO63Si_sc222/No14/229
1208,Hf30LaO63Si,222,29,229,1,-13026776.1819131,32.445584118366234,Hf30LaO63Si_sc222/No29/229
1209,Hf30LaO63Si,222,61,229,1,-13026776.1854236,32.33472627401352,Hf30LaO63Si_sc222/No61/229
1210,Hf30LaO63Si,222,137,38,4,-13026776.0086051,37.918468415737145,Hf30LaO63Si_sc222/No137/38
1211,Hf30LaO63Si,222,14,230,1,-13026776.672849199,16.9423388838768,Hf30LaO63Si_sc222/No14/230
1212,Hf30LaO63Si,222,29,230,1,-13026775.9931926,38.40517890453338,Hf30LaO63Si_sc222/No29/230
1213,Hf30LaO63Si,222,61,230,1,-13026776.576382905,19.988642990589145,Hf30LaO63Si_sc222/No61/230
1214,Hf30LaO63Si,222,14,231,1,-13026776.9163303,9.253462016582487,Hf30LaO63Si_sc222/No14/231
1215,Hf30LaO63Si,222,29,231,1,-13026775.953846302,39.647693574428565,Hf30LaO63Si_sc222/No29/231
1216,Hf30LaO63Si,222,61,231,1,-13026776.2513695,30.252224147319797,Hf30LaO63Si_sc222/No61/231
1217,Hf30LaO63Si,222,14,232,1,-13026777.0605862,4.69801265001297,Hf30LaO63Si_sc222/No14/232
1218,Hf30LaO63Si,222,29,232,1,-13026775.769578699,45.466670513153076,Hf30LaO63Si_sc222/No29/232
1219,Hf30LaO63Si,222,61,232,1,-13026776.9630079,7.779432594776154,Hf30LaO63Si_sc222/No61/232
1220,Hf30LaO63Si,222,14,233,1,-13026778.1185284,-28.710688412189484,Hf30LaO63Si_sc222/No14/233
1221,Hf30LaO63Si,222,29,233,1,-13026776.888165401,10.142879962921144,Hf30LaO63Si_sc222/No29/233
1222,Hf30LaO63Si,222,61,233,1,-13026776.9459072,8.319454669952393,Hf30LaO63Si_sc222/No61/233
1223,Hf30LaO63Si,222,14,234,1,-13026778.1053371,-28.294121086597446,Hf30LaO63Si_sc222/No14/234
1224,Hf30LaO63Si,222,29,234,1,-13026776.7113756,15.72571575641632,Hf30LaO63Si_sc222/No29/234
1225,Hf30LaO63Si,222,61,234,1,-13026776.711433,15.723903119564055,Hf30LaO63Si_sc222/No61/234
1226,Hf30LaO63Si,222,14,235,1,-13026777.342980495,-4.2197020053863525,Hf30LaO63Si_sc222/No14/235
1227,Hf30LaO63Si,222,29,235,1,-13026776.7744424,13.734132587909697,Hf30LaO63Si_sc222/No29/235
1228,Hf30LaO63Si,222,61,235,1,-13026776.396449901,25.67073792219162,Hf30LaO63Si_sc222/No61/235
1229,Hf30LaO63Si,222,14,236,1,-13026777.302424198,-2.938976764678955,Hf30LaO63Si_sc222/No14/236
1230,Hf30LaO63Si,222,29,236,1,-13026775.9132995,40.9281189441681,Hf30LaO63Si_sc222/No29/236
1231,Hf30LaO63Si,222,61,236,1,-13026776.2827026,29.26275789737701,Hf30LaO63Si_sc222/No61/236
1232,Hf30LaO63Si,222,14,237,1,-13026777.026503,5.774324178695679,Hf30LaO63Si_sc222/No14/237
1233,Hf30LaO63Si,222,29,237,1,-13026776.2738769,29.54146420955658,Hf30LaO63Si_sc222/No29/237
1234,Hf30LaO63Si,222,61,237,1,-13026775.671927499,48.55039256811142,Hf30LaO63Si_sc222/No61/237
1235,Hf30LaO63Si,222,14,238,1,-13026777.7059865,-15.683049499988554,Hf30LaO63Si_sc222/No14/238
1236,Hf30LaO63Si,222,29,238,1,-13026776.7565517,14.299102067947388,Hf30LaO63Si_sc222/No29/238
1237,Hf30LaO63Si,222,61,238,1,-13026777.2694694,-1.8982990384101868,Hf30LaO63Si_sc222/No61/238
1238,Hf30LaO63Si,222,14,239,1,-13026777.0263209,5.780074715614319,Hf30LaO63Si_sc222/No14/239
1239,Hf30LaO63Si,222,29,239,1,-13026776.016756099,37.66106832027435,Hf30LaO63Si_sc222/No29/239
1240,Hf30LaO63Si,222,61,239,1,-13026776.0639011,36.172278881073,Hf30LaO63Si_sc222/No61/239
1241,Hf30LaO63Si,222,14,240,1,-13026777.296825,-2.762160062789917,Hf30LaO63Si_sc222/No14/240
1242,Hf30LaO63Si,222,29,240,1,-13026775.660151599,48.92226308584213,Hf30LaO63Si_sc222/No29/240
1243,Hf30LaO63Si,222,61,240,1,-13026776.879369501,10.42064529657364,Hf30LaO63Si_sc222/No61/240
1244,Hf30LaO63Si,222,14,241,1,-13026777.499975,-9.177423238754274,Hf30LaO63Si_sc222/No14/241
1245,Hf30LaO63Si,222,29,241,1,-13026776.8092233,12.6357883810997,Hf30LaO63Si_sc222/No29/241
1246,Hf30LaO63Si,222,61,241,1,-13026777.1876291,0.686131477355957,Hf30LaO63Si_sc222/No61/241
1247,Hf30LaO63Si,222,14,242,1,-13026777.6462099,-13.795367360115053,Hf30LaO63Si_sc222/No14/242
1248,Hf30LaO63Si,222,29,242,1,-13026776.1580883,33.197946190834045,Hf30LaO63Si_sc222/No29/242
1249,Hf30LaO63Si,222,61,242,1,-13026776.8886365,10.128003120422363,Hf30LaO63Si_sc222/No61/242
1250,Hf30LaO63Si,222,14,243,1,-13026777.720358301,-16.136895775794986,Hf30LaO63Si_sc222/No14/243
1251,Hf30LaO63Si,222,29,243,1,-13026776.112521801,34.63688844442368,Hf30LaO63Si_sc222/No29/243
1252,Hf30LaO63Si,222,61,243,1,-13026776.536643302,21.243577778339386,Hf30LaO63Si_sc222/No61/243
1253,Hf30LaO63Si,222,14,244,1,-13026776.8130557,12.514765202999115,Hf30LaO63Si_sc222/No14/244
1254,Hf30LaO63Si,222,29,244,1,-13026776.1986669,31.91651678085327,Hf30LaO63Si_sc222/No29/244
1255,Hf30LaO63Si,222,61,244,1,-13026776.4479384,24.04478526115417,Hf30LaO63Si_sc222/No61/244
1256,Hf30LaO63Si,222,14,245,1,-13026777.6325748,-13.364785313606262,Hf30LaO63Si_sc222/No14/245
1257,Hf30LaO63Si,222,29,245,1,-13026776.1959678,32.001751482486725,Hf30LaO63Si_sc222/No29/245
1258,Hf30LaO63Si,222,61,245,1,-13026776.0850303,35.505040943622596,Hf30LaO63Si_sc222/No61/245
1259,Hf30LaO63Si,222,14,246,1,-13026776.4788746,23.067852556705475,Hf30LaO63Si_sc222/No14/246
1260,Hf30LaO63Si,222,29,246,1,-13026775.650220098,49.2358894944191,Hf30LaO63Si_sc222/No29/246
1261,Hf30LaO63Si,222,61,246,1,-13026776.1906127,32.170859932899475,Hf30LaO63Si_sc222/No61/246
1262,Hf30LaO63Si,222,14,247,1,-13026776.7214649,15.407106280326845,Hf30LaO63Si_sc222/No14/247
1263,Hf30LaO63Si,222,29,247,1,-13026775.8573084,42.696258842945106,Hf30LaO63Si_sc222/No29/247
1264,Hf30LaO63Si,222,61,247,1,-13026775.947154598,39.85901057720184,Hf30LaO63Si_sc222/No61/247
1265,Hf30LaO63Si,222,14,248,1,-13026777.0903293,3.758756875991821,Hf30LaO63Si_sc222/No14/248
1266,Hf30LaO63Si,222,29,248,1,-13026775.7571851,45.85804736614227,Hf30LaO63Si_sc222/No29/248
1267,Hf30LaO63Si,222,61,248,1,-13026776.5639891,20.38002628087997,Hf30LaO63Si_sc222/No61/248
1268,Hf29La2O63Si,222,14,1,1,-12839946.588750599,-34.135018408298485,Hf29La2O63Si_sc222/No14/1
1269,Hf29La2O63Si,222,14,2,1,-12839946.5271226,-32.18887108564377,Hf29La2O63Si_sc222/No14/2
1270,Hf29La2O63Si,222,14,3,1,-12839946.327954901,-25.89936470985413,Hf29La2O63Si_sc222/No14/3
1271,Hf29La2O63Si,222,29,1,1,-12839946.187478801,-21.46327739953995,Hf29La2O63Si_sc222/No29/1
1272,Hf29La2O63Si,222,29,2,1,-12839946.191478802,-21.589593291282654,Hf29La2O63Si_sc222/No29/2
1273,Hf29La2O63Si,222,29,3,1,-12839945.6496373,-4.478808939456941,Hf29La2O63Si_sc222/No29/3
1274,Hf29La2O63Si,222,61,1,1,-12839945.9888519,-15.190848886966705,Hf29La2O63Si_sc222/No61/1
1275,Hf29La2O63Si,222,61,2,1,-12839946.4826624,-30.784864783287052,Hf29La2O63Si_sc222/No61/2
1276,Hf29La2O63Si,222,61,3,1,-12839946.152989,-20.374125778675076,Hf29La2O63Si_sc222/No61/3
1277,Hf29La2O63Si,222,137,1,4,-12839946.1199381,-19.33041316270828,Hf29La2O63Si_sc222/No137/1
1278,Hf29La2O63Si,222,137,2,8,-12839946.2768565,-24.28573107719421,Hf29La2O63Si_sc222/No137/2
1279,Hf29La2O63Si,222,14,4,1,-12839946.0492911,-17.0994553565979,Hf29La2O63Si_sc222/No14/4
1280,Hf29La2O63Si,222,14,5,1,-12839945.7221864,-6.769833147525787,Hf29La2O63Si_sc222/No14/5
1281,Hf29La2O63Si,222,14,6,1,-12839945.479456699,0.8953152298927307,Hf29La2O63Si_sc222/No14/6
1282,Hf29La2O63Si,222,14,7,1,-12839945.518786801,-0.34668785333633423,Hf29La2O63Si_sc222/No14/7
1283,Hf29La2O63Si,222,14,8,1,-12839945.723028,-6.796409964561462,Hf29La2O63Si_sc222/No14/8
1284,Hf29La2O63Si,222,14,9,1,-12839945.374000002,4.225526690483093,Hf29La2O63Si_sc222/No14/9
1285,Hf29La2O63Si,222,29,4,1,-12839945.2231984,8.987682580947878,Hf29La2O63Si_sc222/No29/4
1286,Hf29La2O63Si,222,29,5,1,-12839945.0766657,13.615031003952026,Hf29La2O63Si_sc222/No29/5
1287,Hf29La2O63Si,222,29,6,1,-12839944.818417,21.77025318145752,Hf29La2O63Si_sc222/No29/6
1288,Hf29La2O63Si,222,29,7,1,-12839944.2397819,40.04294055700302,Hf29La2O63Si_sc222/No29/7
1289,Hf29La2O63Si,222,29,8,1,-12839943.5544095,61.68627941608429,Hf29La2O63Si_sc222/No29/8
1290,Hf29La2O63Si,222,61,4,1,-12839945.641619198,-4.2256057262420645,Hf29La2O63Si_sc222/No61/4
1291,Hf29La2O63Si,222,61,5,1,-12839945.0611024,14.106503665447235,Hf29La2O63Si_sc222/No61/5
1292,Hf29La2O63Si,222,61,6,1,-12839945.335196601,5.450897395610808,Hf29La2O63Si_sc222/No61/6
1293,Hf29La2O63Si,222,61,7,1,-12839945.2333358,8.667554259300232,Hf29La2O63Si_sc222/No61/7
1294,Hf29La2O63Si,222,61,8,1,-12839945.069588,13.838537395000458,Hf29La2O63Si_sc222/No61/8
1295,Hf29La2O63Si,222,61,9,1,-12839944.845705,20.90852683782577,Hf29La2O63Si_sc222/No61/9
1296,Hf29La2O63Si,222,137,3,8,-12839945.603139801,-3.0104668140411377,Hf29La2O63Si_sc222/No137/3
1297,Hf29La2O63Si,222,137,4,8,-12839945.51586,-0.25426268577575684,Hf29La2O63Si_sc222/No137/4
1298,Hf29La2O63Si,222,137,5,8,-12839945.5724306,-2.0407026410102844,Hf29La2O63Si_sc222/No137/5
1299,Hf29La2O63Si,222,137,6,8,-12839946.104032,-18.828115284442898,Hf29La2O63Si_sc222/No137/6
1300,Hf29La2O63Si,222,137,7,8,-12839945.1568591,11.082607924938204,Hf29La2O63Si_sc222/No137/7
1301,Hf29La2O63Si,222,137,8,8,-12839946.014574401,-16.003138422966007,Hf29La2O63Si_sc222/No137/8
1302,Hf29La2O63Si,222,14,10,1,-12839946.575230801,-33.708077371120446,Hf29La2O63Si_sc222/No14/10
1303,Hf29La2O63Si,222,14,11,1,-12839945.7538336,-7.769218385219574,Hf29La2O63Si_sc222/No14/11
1304,Hf29La2O63Si,222,14,12,1,-12839945.293022,6.7827268242836,Hf29La2O63Si_sc222/No14/12
1305,Hf29La2O63Si,222,14,13,1,-12839946.043485,-16.916104793548588,Hf29La2O63Si_sc222/No14/13
1306,Hf29La2O63Si,222,14,14,1,-12839946.205114098,-22.0201815366745,Hf29La2O63Si_sc222/No14/14
1307,Hf29La2O63Si,222,14,15,1,-12839945.2979923,6.625770032405852,Hf29La2O63Si_sc222/No14/15
1308,Hf29La2O63Si,222,29,9,1,-12839944.909772301,18.885348916053765,Hf29La2O63Si_sc222/No29/9
1309,Hf29La2O63Si,222,29,10,1,-12839945.4003778,3.39254367351532,Hf29La2O63Si_sc222/No29/10
1310,Hf29La2O63Si,222,29,11,1,-12839944.900253095,19.18595534563065,Hf29La2O63Si_sc222/No29/11
1311,Hf29La2O63Si,222,29,12,1,-12839943.8574356,52.11703419685364,Hf29La2O63Si_sc222/No29/12
1312,Hf29La2O63Si,222,29,13,1,-12839943.4722629,64.28038257360457,Hf29La2O63Si_sc222/No29/13
1313,Hf29La2O63Si,222,61,10,1,-12839945.9870423,-15.133703708648682,Hf29La2O63Si_sc222/No61/10
1314,Hf29La2O63Si,222,61,11,1,-12839945.191705199,9.982204735279085,Hf29La2O63Si_sc222/No61/11
1315,Hf29La2O63Si,222,61,12,1,-12839945.8971086,-12.293692111968994,Hf29La2O63Si_sc222/No61/12
1316,Hf29La2O63Si,222,61,13,1,-12839944.956332302,17.415033102035522,Hf29La2O63Si_sc222/No61/13
1317,Hf29La2O63Si,222,61,14,1,-12839944.6046312,28.52138364315033,Hf29La2O63Si_sc222/No61/14
1318,Hf29La2O63Si,222,61,15,1,-12839944.913956098,18.753229081630707,Hf29La2O63Si_sc222/No61/15
1319,Hf29La2O63Si,222,137,9,4,-12839945.4996958,0.25618577003479004,Hf29La2O63Si_sc222/No137/9
1320,Hf29La2O63Si,222,137,10,8,-12839946.103831,-18.82176786661148,Hf29La2O63Si_sc222/No137/10
1321,Hf29La2O63Si,222,137,11,8,-12839946.0149062,-16.01361632347107,Hf29La2O63Si_sc222/No137/11
1322,Hf29La2O63Si,222,137,12,4,-12839943.864497198,51.89403635263443,Hf29La2O63Si_sc222/No137/12
1323,Hf29La2O63Si,222,14,16,1,-12839946.0000117,-15.543263614177706,Hf29La2O63Si_sc222/No14/16
1324,Hf29La2O63Si,222,14,17,1,-12839945.4410623,2.107770025730133,Hf29La2O63Si_sc222/No14/17
1325,Hf29La2O63Si,222,14,18,1,-12839945.481353698,0.8354100584983826,Hf29La2O63Si_sc222/No14/18
1326,Hf29La2O63Si,222,14,19,1,-12839945.4983592,0.29839426279067993,Hf29La2O63Si_sc222/No14/19
1327,Hf29La2O63Si,222,14,20,1,-12839945.7738515,-8.401362717151644,Hf29La2O63Si_sc222/No14/20
1328,Hf29La2O63Si,222,14,21,1,-12839945.001839802,15.977954149246216,Hf29La2O63Si_sc222/No14/21
1329,Hf29La2O63Si,222,29,14,1,-12839945.435450802,2.2849752306938167,Hf29La2O63Si_sc222/No29/14
1330,Hf29La2O63Si,222,29,15,1,-12839945.5021354,0.17914575338363647,Hf29La2O63Si_sc222/No29/15
1331,Hf29La2O63Si,222,29,16,1,-12839944.8943029,19.37385630607605,Hf29La2O63Si_sc222/No29/16
1332,Hf29La2O63Si,222,29,17,1,-12839944.334137801,37.06328046321869,Hf29La2O63Si_sc222/No29/17
1333,Hf29La2O63Si,222,29,18,1,-12839944.5587053,29.97167527675629,Hf29La2O63Si_sc222/No29/18
1334,Hf29La2O63Si,222,29,19,1,-12839943.743134899,55.7265300154686,Hf29La2O63Si_sc222/No29/19
1335,Hf29La2O63Si,222,61,16,1,-12839945.5848605,-2.4332258701324463,Hf29La2O63Si_sc222/No61/16
1336,Hf29La2O63Si,222,61,17,1,-12839945.2929262,6.785752058029175,Hf29La2O63Si_sc222/No61/17
1337,Hf29La2O63Si,222,61,18,1,-12839945.485055301,0.7185174226760864,Hf29La2O63Si_sc222/No61/18
1338,Hf29La2O63Si,222,61,19,1,-12839945.2825186,7.114413142204285,Hf29La2O63Si_sc222/No61/19
1339,Hf29La2O63Si,222,61,20,1,-12839945.056653999,14.246979355812073,Hf29La2O63Si_sc222/No61/20
1340,Hf29La2O63Si,222,61,21,1,-12839945.047808802,14.526301503181458,Hf29La2O63Si_sc222/No61/21
1341,Hf29La2O63Si,222,137,13,8,-12839946.126616301,-19.541303634643555,Hf29La2O63Si_sc222/No137/13
1342,Hf29La2O63Si,222,137,14,8,-12839945.619346,-3.5222415924072266,Hf29La2O63Si_sc222/No137/14
1343,Hf29La2O63Si,222,137,15,8,-12839946.1929854,-21.637170016765594,Hf29La2O63Si_sc222/No137/15
1344,Hf29La2O63Si,222,137,16,8,-12839946.3104215,-25.345678448677067,Hf29La2O63Si_sc222/No137/16
1345,Hf29La2O63Si,222,137,17,8,-12839946.4316818,-29.17495107650757,Hf29La2O63Si_sc222/No137/17
1346,Hf29La2O63Si,222,137,18,8,-12839945.619329302,-3.5217142701148987,Hf29La2O63Si_sc222/No137/18
1347,Hf29La2O63Si,222,14,22,1,-12839946.475580802,-30.5612353682518,Hf29La2O63Si_sc222/No14/22
1348,Hf29La2O63Si,222,14,23,1,-12839945.864414599,-11.261250019073485,Hf29La2O63Si_sc222/No14/23
1349,Hf29La2O63Si,222,14,24,1,-12839946.687905801,-37.26623523235321,Hf29La2O63Si_sc222/No14/24
1350,Hf29La2O63Si,222,14,25,1,-12839945.555944,-1.520073175430298,Hf29La2O63Si_sc222/No14/25
1351,Hf29La2O63Si,222,14,26,1,-12839946.400301801,-28.18400365114212,Hf29La2O63Si_sc222/No14/26
1352,Hf29La2O63Si,222,14,27,1,-12839946.0517357,-17.176653146743774,Hf29La2O63Si_sc222/No14/27
1353,Hf29La2O63Si,222,29,20,1,-12839945.7932459,-9.013817429542543,Hf29La2O63Si_sc222/No29/20
1354,Hf29La2O63Si,222,29,21,1,-12839945.2964688,6.673880517482758,Hf29La2O63Si_sc222/No29/21
1355,Hf29La2O63Si,222,29,22,1,-12839945.8235751,-9.971581637859343,Hf29La2O63Si_sc222/No29/22
1356,Hf29La2O63Si,222,29,23,1,-12839945.5052437,0.08098900318145752,Hf29La2O63Si_sc222/No29/23
1357,Hf29La2O63Si,222,29,24,1,-12839943.914052699,50.32912576198578,Hf29La2O63Si_sc222/No29/24
1358,Hf29La2O63Si,222,61,22,1,-12839946.4212225,-28.844657361507416,Hf29La2O63Si_sc222/No61/22
1359,Hf29La2O63Si,222,61,23,1,-12839946.5129414,-31.74104368686676,Hf29La2O63Si_sc222/No61/23
1360,Hf29La2O63Si,222,61,24,1,-12839945.7597421,-7.955802619457245,Hf29La2O63Si_sc222/No61/24
1361,Hf29La2O63Si,222,14,28,1,-12839946.0128041,-15.947234213352205,Hf29La2O63Si_sc222/No14/28
1362,Hf29La2O63Si,222,14,29,1,-12839945.476324901,0.9942142367362976,Hf29La2O63Si_sc222/No14/29
1363,Hf29La2O63Si,222,14,30,1,-12839945.350353,4.972274184226991,Hf29La2O63Si_sc222/No14/30
1364,Hf29La2O63Si,222,14,31,1,-12839945.5305846,-0.7192500233650208,Hf29La2O63Si_sc222/No14/31
1365,Hf29La2O63Si,222,14,32,1,-12839945.89836,-12.333210110664368,Hf29La2O63Si_sc222/No14/32
1366,Hf29La2O63Si,222,14,33,1,-12839945.201842599,9.662076234817503,Hf29La2O63Si_sc222/No14/33
1367,Hf29La2O63Si,222,29,25,1,-12839945.2218784,9.029366850852966,Hf29La2O63Si_sc222/No29/25
1368,Hf29La2O63Si,222,29,26,1,-12839945.1361009,11.738130033016205,Hf29La2O63Si_sc222/No29/26
1369,Hf29La2O63Si,222,29,27,1,-12839944.477616,32.53238993883133,Hf29La2O63Si_sc222/No29/27
1370,Hf29La2O63Si,222,29,28,1,-12839943.860142699,52.031546831130974,Hf29La2O63Si_sc222/No29/28
1371,Hf29La2O63Si,222,61,25,1,-12839945.458569901,1.55489844083786,Hf29La2O63Si_sc222/No61/25
1372,Hf29La2O63Si,222,61,26,1,-12839944.7227227,24.792178392410282,Hf29La2O63Si_sc222/No61/26
1373,Hf29La2O63Si,222,61,27,1,-12839945.1401414,11.610535204410553,Hf29La2O63Si_sc222/No61/27
1374,Hf29La2O63Si,222,61,28,1,-12839945.230950698,8.742873191833496,Hf29La2O63Si_sc222/No61/28
1375,Hf29La2O63Si,222,61,29,1,-12839944.4013644,34.94033533334732,Hf29La2O63Si_sc222/No61/29
1376,Hf29La2O63Si,222,61,30,1,-12839944.636145098,27.526207983493805,Hf29La2O63Si_sc222/No61/30
1377,Hf29La2O63Si,222,137,19,4,-12839946.228535902,-22.75981742143631,Hf29La2O63Si_sc222/No137/19
1378,Hf29La2O63Si,222,137,20,8,-12839946.4326244,-29.20471739768982,Hf29La2O63Si_sc222/No137/20
1379,Hf29La2O63Si,222,137,21,8,-12839945.8144138,-9.682277441024778,Hf29La2O63Si_sc222/No137/21
1380,Hf29La2O63Si,222,137,22,4,-12839945.823858198,-9.980521500110628,Hf29La2O63Si_sc222/No137/22
1381,Hf29La2O63Si,222,14,34,1,-12839946.100058999,-18.70265221595764,Hf29La2O63Si_sc222/No14/34
1382,Hf29La2O63Si,222,14,35,1,-12839946.3842021,-27.675592124462128,Hf29La2O63Si_sc222/No14/35
1383,Hf29La2O63Si,222,14,36,1,-12839946.2333709,-22.912501573562626,Hf29La2O63Si_sc222/No14/36
1384,Hf29La2O63Si,222,14,37,1,-12839945.7482186,-7.591902613639831,Hf29La2O63Si_sc222/No14/37
1385,Hf29La2O63Si,222,14,38,1,-12839945.8532881,-10.909886837005617,Hf29La2O63Si_sc222/No14/38
1386,Hf29La2O63Si,222,14,39,1,-12839946.247683305,-23.364472270011905,Hf29La2O63Si_sc222/No14/39
1387,Hf29La2O63Si,222,29,29,1,-12839944.8640379,20.329593122005466,Hf29La2O63Si_sc222/No29/29
1388,Hf29La2O63Si,222,29,30,1,-12839944.4042625,34.84881633520126,Hf29La2O63Si_sc222/No29/30
1389,Hf29La2O63Si,222,29,31,1,-12839943.975931,48.3750741481781,Hf29La2O63Si_sc222/No29/31
1390,Hf29La2O63Si,222,29,32,1,-12839944.6195687,28.049673199653625,Hf29La2O63Si_sc222/No29/32
1391,Hf29La2O63Si,222,29,33,1,-12839943.922465801,50.06344896554947,Hf29La2O63Si_sc222/No29/33
1392,Hf29La2O63Si,222,29,34,1,-12839943.469985,64.35231626033783,Hf29La2O63Si_sc222/No29/34
1393,Hf29La2O63Si,222,61,31,1,-12839946.153253501,-20.38247847557068,Hf29La2O63Si_sc222/No61/31
1394,Hf29La2O63Si,222,61,32,1,-12839944.7990965,22.380374133586887,Hf29La2O63Si_sc222/No61/32
1395,Hf29La2O63Si,222,61,33,1,-12839945.398601199,3.448646783828736,Hf29La2O63Si_sc222/No61/33
1396,Hf29La2O63Si,222,61,34,1,-12839945.1438343,11.493917405605314,Hf29La2O63Si_sc222/No61/34
1397,Hf29La2O63Si,222,61,35,1,-12839945.0182328,15.46028047800064,Hf29La2O63Si_sc222/No61/35
1398,Hf29La2O63Si,222,61,36,1,-12839944.7716393,23.24744361639023,Hf29La2O63Si_sc222/No61/36
1399,Hf29La2O63Si,222,14,40,1,-12839946.2852312,-24.55019521713257,Hf29La2O63Si_sc222/No14/40
1400,Hf29La2O63Si,222,14,41,1,-12839945.6822275,-5.50797313451767,Hf29La2O63Si_sc222/No14/41
1401,Hf29La2O63Si,222,14,42,1,-12839945.3802569,4.027940452098846,Hf29La2O63Si_sc222/No14/42
1402,Hf29La2O63Si,222,14,43,1,-12839945.7921264,-8.978464782238008,Hf29La2O63Si_sc222/No14/43
1403,Hf29La2O63Si,222,14,44,1,-12839945.9254875,-13.189867913722992,Hf29La2O63Si_sc222/No14/44
1404,Hf29La2O63Si,222,14,45,1,-12839945.1599222,10.98587840795517,Hf29La2O63Si_sc222/No14/45
1405,Hf29La2O63Si,222,29,35,1,-12839945.3200832,5.928162574768066,Hf29La2O63Si_sc222/No29/35
1406,Hf29La2O63Si,222,29,36,1,-12839945.064957902,13.984750986099243,Hf29La2O63Si_sc222/No29/36
1407,Hf29La2O63Si,222,29,37,1,-12839944.505017301,31.667085826396946,Hf29La2O63Si_sc222/No29/37
1408,Hf29La2O63Si,222,29,38,1,-12839944.7410475,24.213500499725342,Hf29La2O63Si_sc222/No29/38
1409,Hf29La2O63Si,222,29,39,1,-12839944.0284547,46.71643102169037,Hf29La2O63Si_sc222/No29/39
1410,Hf29La2O63Si,222,29,40,1,-12839943.7150421,56.61367106437683,Hf29La2O63Si_sc222/No29/40
1411,Hf29La2O63Si,222,61,37,1,-12839945.914457401,-12.84154886007309,Hf29La2O63Si_sc222/No61/37
1412,Hf29La2O63Si,222,61,38,1,-12839945.3686443,4.394654214382172,Hf29La2O63Si_sc222/No61/38
1413,Hf29La2O63Si,222,61,39,1,-12839945.7152166,-6.549734294414519,Hf29La2O63Si_sc222/No61/39
1414,Hf29La2O63Si,222,61,40,1,-12839944.8243877,21.581704795360565,Hf29La2O63Si_sc222/No61/40
1415,Hf29La2O63Si,222,61,41,1,-12839944.8013636,22.30878150463104,Hf29La2O63Si_sc222/No61/41
1416,Hf29La2O63Si,222,61,42,1,-12839944.670983698,26.42604160308838,Hf29La2O63Si_sc222/No61/42
1417,Hf29La2O63Si,222,137,23,4,-12839946.272434,-24.14607322216034,Hf29La2O63Si_sc222/No137/23
1418,Hf29La2O63Si,222,137,24,8,-12839946.272988198,-24.16357421875,Hf29La2O63Si_sc222/No137/24
1419,Hf29La2O63Si,222,137,25,8,-12839946.097344901,-18.616943717002872,Hf29La2O63Si_sc222/No137/25
1420,Hf29La2O63Si,222,137,26,4,-12839946.102771001,-18.78829419612884,Hf29La2O63Si_sc222/No137/26
1421,Hf29La2O63Si,222,14,46,1,-12839947.4189093,-60.35055631399155,Hf29La2O63Si_sc222/No14/46
1422,Hf29La2O63Si,222,14,47,1,-12839946.414088199,-28.61936366558075,Hf29La2O63Si_sc222/No14/47
1423,Hf29La2O63Si,222,14,48,1,-12839947.3025836,-56.67711317539215,Hf29La2O63Si_sc222/No14/48
1424,Hf29La2O63Si,222,29,41,1,-12839946.0809914,-18.100517332553864,Hf29La2O63Si_sc222/No29/41
1425,Hf29La2O63Si,222,29,42,1,-12839945.759755801,-7.9562352299690255,Hf29La2O63Si_sc222/No29/42
1426,Hf29La2O63Si,222,29,43,1,-12839945.2575257,7.903662621974945,Hf29La2O63Si_sc222/No29/43
