,out.x,properly finished,tight,xc,k_grid,dipole moment x [e*A/f.u.],dipole moment y [e*A/f.u.],dipole moment z [e*A/f.u.],dipole moment magnitude [e*A/f.u.],num atoms,symbols,symbols count,Volume [A^3],a [A],b [A],c [A],alpha,beta,gamma,Etot [eV],max force component [eV/A],phase,host,dopant,dopants_species_number,dopants_count,num D,num M,num O,sc,dopant type,f.u.,concentration [f.u.%],a [sc],b [sc],c [sc],nominal f.u.,nominal concentration [f.u.%],abc [sc],dopant group,dopant period,"host, type",dipole moment perp [e*A/f.u.],crit. d_x,crit. d_y,crit. d_z,crit. d_perp,crit. d_tot,crit. dipole,crit. alpha,crit. beta,crit. gamma,crit. angles,crit. xrd,crit. overall
3283,aims/HfO2_Sb6.2cat_212/LDA/Sb0/bulk/No137/out.x,True,True,pw-lda,242,-5.062499999966654e-08,-1.249999999513849e-09,1.3749999999963064e-08,5.2473951871037945e-08,48,Hf O Sb,15 32 1,513.5437439703054,10.025151884358124,5.1097084152492664,10.025138103230491,89.99988192447931,89.9999751526428,90.00002889015123,-6571656.95211827,0.0009667135682191381,137,HfO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,15,5,"HfO2, cat",5.064042974704127e-08,True,True,True,True,True,True,True,True,True,True,True,True
3284,aims/HfO2_Sb6.2cat_221/LDA/Sb0/bulk/No137/out.x,True,True,pw-lda,224,1.5624999999896856e-08,7.500000000019448e-08,-2.062500000000441e-08,7.933808196588906e-08,48,Hf O Sb,15 32 1,513.6212747666291,10.024421077361088,10.220292862141307,5.013261546584117,89.99987877293249,89.9996743867667,89.99998943434534,-6571656.95961986,0.000900087146863127,137,HfO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,15,5,"HfO2, cat",7.661031670098975e-08,True,True,True,True,True,True,True,True,True,True,True,True
3285,aims/HfO2_Sb3.1inter_222/LDA/iSb0/bulk/No14/out.x,True,True,pw-lda,222,-0.0017099931249999992,-0.0009549290624999986,5.2914687499998807e-05,0.001959276898783736,97,Hf O Sb,32 64 1,1089.2786384711371,10.19182027282829,10.349706345209494,10.497374483051944,89.74393543332798,79.65797907928071,89.72766222562609,-13808317.3675763,0.000811197810843403,14,HfO2,Sb,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,15,5,"HfO2, inter",0.0019585622282568375,True,True,True,True,True,True,True,True,True,True,True,True
3286,aims/HfO2_Sb3.1inter_222/LDA/iSb0/bulk/No29/out.x,True,True,pw-lda,222,-0.0007022393749999999,-9.813218750000046e-05,0.017024630937499997,0.01703939050037019,97,Hf O Sb,32 64 1,1055.579929448808,10.003763921317056,10.460591814768254,10.090520870622306,89.2095397579879,91.21355104207585,90.24329038705092,-13808314.7524001,0.0008032175366868951,29,HfO2,Sb,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,15,5,"HfO2, inter",0.0007090628082362844,True,True,True,True,True,True,True,True,True,True,True,True
3287,aims/HfO2_Sb3.1inter_222/LDA/iSb0/bulk/No61/out.x,True,True,pw-lda,222,0.0012630337499999994,0.0002907368749999991,-5.007437500000175e-05,0.0012970310818000731,97,Hf O Sb,32 64 1,1090.4170915984566,10.074639253355848,10.30607034451649,10.504057043743012,90.21278752963448,91.10742657919607,89.78633323932941,-13808316.686665399,0.0007832651285652531,61,HfO2,Sb,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,15,5,"HfO2, inter",0.001296064112659488,True,True,True,True,True,True,True,True,True,True,True,True
3288,aims/HfO2_Sb3.1inter_222/LDA/iSb0/bulk/No137/out.x,True,True,pw-lda,222,0.0012146540624999994,0.00017731124999999958,0.00020304656250000019,0.0012442072485994368,97,Hf O Sb,32 64 1,1058.2928955730526,10.132642814286813,10.334884493443203,10.113439481872515,89.96636752330818,91.79878493162805,88.72855337308228,-13808313.4788155,0.0006729876611064911,137,HfO2,Sb,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,15,5,"HfO2, inter",0.001227527503123378,True,True,True,True,True,True,True,True,True,True,False,False
3289,aims/HfO2_Sb6.2inter_122/LDA/iSb0/bulk/No14/out.x,True,True,pw-lda,422,-0.0059207700000000005,-0.00220859875,0.00023056124999999882,0.0063234946288743795,49,Hf O Sb,16 32 1,555.4007263727868,5.1356250887320165,10.450033048603332,10.548730004098598,88.74192222576639,78.92684090396459,89.01058171482006,-6993504.709117799,0.000739854855035932,14,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,15,5,"HfO2, inter",0.0063192899784233324,True,True,True,True,True,True,True,True,True,True,True,True
3290,aims/HfO2_Sb6.2inter_212/LDA/iSb0/bulk/No14/out.x,True,True,pw-lda,242,0.0029047131250000023,0.002207856875000001,0.0014818356250000024,0.003937997859134918,49,Hf O Sb,16 32 1,559.7833514465116,10.35697311011751,5.1937086186832415,10.663825687438404,93.00054999330959,77.76455899507029,91.28084716562513,-6993504.37887976,0.000835615120563554,14,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,15,5,"HfO2, inter",0.003648560033634098,True,True,True,True,True,True,True,True,True,True,True,True
3291,aims/HfO2_Sb6.2inter_221/LDA/iSb0/bulk/No14/out.x,True,True,pw-lda,224,-0.0029651350000000016,-0.0006188518750000017,0.0009434981250000008,0.003172568663290764,49,Hf O Sb,16 32 1,554.6884235697062,10.280800216816417,10.460085024133447,5.25809894708193,89.04537273417101,78.87628358013515,89.00889805123103,-6993504.46122873,0.000663184611449729,14,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,15,5,"HfO2, inter",0.0030290267762791445,True,True,True,True,True,True,True,True,True,True,True,True
3292,aims/HfO2_Sb6.2inter_122/LDA/iSb0/bulk/No29/out.x,True,True,pw-lda,422,0.00142379375,-0.002044204375,0.014085736875,0.01430433303167411,49,Hf O Sb,16 32 1,537.7826394304358,5.053189153119146,10.418868367868864,10.239174395907757,87.85607998447803,92.79173759426443,91.94276817839744,-6993503.34435268,0.000962287328507293,29,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,15,5,"HfO2, inter",0.0024911764629002506,True,True,True,True,True,True,True,True,True,True,False,False
3293,aims/HfO2_Sb6.2inter_212/LDA/iSb0/bulk/No29/out.x,True,True,pw-lda,242,0.0016040224999999998,-0.0025438918750000012,0.011758691250000005,0.012137178171429465,49,Hf O Sb,16 32 1,540.4370490961469,10.097928265372495,5.231637244541349,10.306951748738099,94.19888787904985,95.123897035386,87.34423667435019,-6993503.67167674,0.000602694487249683,29,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,15,5,"HfO2, inter",0.0030073699559909936,True,True,True,True,True,True,False,False,True,False,False,False
3294,aims/HfO2_Sb6.2inter_221/LDA/iSb0/bulk/No29/out.x,True,True,pw-lda,224,-0.0013964237499999993,-0.0009132531250000002,0.012202361250000002,0.012315910467171641,49,Hf O Sb,16 32 1,542.8485216262674,10.051770326042686,10.608628402366561,5.097108259970248,88.41139783384907,92.30072107789236,90.73426616420963,-6993502.57280308,0.000473672109000924,29,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,15,5,"HfO2, inter",0.0016685414468590005,True,True,True,True,True,True,True,True,True,True,False,False
3295,aims/HfO2_Sb6.2inter_212/LDA/iSb0/bulk/No61/out.x,True,True,pw-lda,242,-3.7750000000036024e-07,-4.356250000001234e-07,8.524999999984066e-07,1.0290926297582072e-06,49,Hf O Sb,16 32 1,555.537572646136,10.116757204803017,5.156305529548644,10.658240942351018,89.82650579781954,92.28714739991491,89.76221918176151,-6993503.97119114,0.000599434423840521,61,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,15,5,"HfO2, inter",5.764333358033516e-07,True,True,True,True,True,True,True,True,True,True,True,True
3296,aims/HfO2_Sb6.2inter_221/LDA/iSb0/bulk/No61/out.x,True,True,pw-lda,224,5.387499999990772e-07,-7.668749999998909e-07,1.352499999999774e-06,1.6454801968189188e-06,49,Hf O Sb,16 32 1,563.8708953112346,10.192507280553805,10.499477195180043,5.295766052612339,93.327147914813,93.86811169808004,87.10760747997358,-6993504.44709725,0.00048013375875771697,61,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,15,5,"HfO2, inter",9.372026611805146e-07,True,True,True,True,True,True,True,True,True,True,True,True
3297,aims/HfO2_Sb6.2inter_122/LDA/iSb0/bulk/No137/out.x,True,True,pw-lda,422,1.1175000000011696e-06,1.769374999998491e-06,-1.8118750000004071e-06,2.7681013630733884e-06,49,Hf O Sb,16 32 1,548.6919834546815,5.105835349384548,10.451522813665461,10.412955718703877,89.10093181269258,94.37658023099002,97.97226962401484,-6993504.24517881,0.0008501383171233389,137,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,15,5,"HfO2, inter",2.0927240956758427e-06,True,True,True,True,True,True,True,False,False,False,False,False
3298,aims/HfO2_Sb6.2inter_212/LDA/iSb0/bulk/No137/out.x,True,True,pw-lda,242,0.002583709374999998,-0.000918656875,0.0005977812499999997,0.0028065685474078857,49,Hf O Sb,16 32 1,558.4761111924803,10.307173857438224,5.32241765538985,10.4503107581301,84.33211434011402,85.78668326450027,78.6499000980435,-6993503.12530236,0.000996351795636993,137,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,15,5,"HfO2, inter",0.0027421678629229915,True,True,True,True,True,True,False,False,False,False,False,False
3299,aims/HfO2_Sb6.2inter_221/LDA/iSb0/bulk/No137/out.x,True,True,pw-lda,224,-9.999999999999159e-07,1.6137500000010412e-06,3.4250000000056804e-07,1.929117754960433e-06,49,Hf O Sb,16 32 1,548.6894604534314,10.412944361011084,10.451535875448876,5.105808550194127,97.97191206743817,94.3768951172684,89.10133328542622,-6993504.24509796,0.000628916677095285,137,HfO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,15,5,"HfO2, inter",1.8984701900486065e-06,True,True,True,True,True,True,False,False,True,False,False,False
3300,aims/ZrO2_Sb3.1cat/LDA/Sb0/bulk/No14/out.x,True,True,pw-lda,222,-0.00034850999999999963,-0.00033829031250000064,0.00010601718750000589,0.000497130968334059,96,O Sb Zr,64 1 31,1093.6390574244847,10.1875440015176,10.359033207022595,10.506831165491176,90.01393600635534,80.50879744133636,89.93605017704435,-3368109.12322519,0.000523533945758241,14,ZrO2,Sb,1,1,1,31,64,8,cat,32.0,3.125,2.0,2.0,2.0,32,3.125,222,15,5,"ZrO2, cat",0.0004856949203268939,True,True,True,True,True,True,True,True,True,True,True,True
3301,aims/ZrO2_Sb3.1cat/LDA/Sb0/bulk/No29/out.x,True,True,pw-lda,222,-0.0005275728124999985,-4.3861562500001946e-05,0.014810096875,0.014819555538410687,96,O Sb Zr,64 1 31,1055.5283596626336,10.040333358202274,10.438160174630788,10.071600743843236,90.02987936018249,89.90830986155106,89.96773067803689,-3368107.87879664,0.000598898281918855,29,ZrO2,Sb,1,1,1,31,64,8,cat,32.0,3.125,2.0,2.0,2.0,32,3.125,222,15,5,"ZrO2, cat",0.0005293929628868334,True,True,True,True,True,True,True,True,True,True,True,True
3302,aims/ZrO2_Sb3.1cat/LDA/Sb0/bulk/No61/out.x,True,True,pw-lda,222,-0.0004345631250000004,-0.0002241546875000001,0.0003622481249999931,0.0006085344177645166,96,O Sb Zr,64 1 31,1096.0077739202168,10.104392648807114,10.315932760568703,10.514683786424401,89.9626727629837,90.11345912758163,89.92679945684618,-3368108.36799657,0.000685670661757845,61,ZrO2,Sb,1,1,1,31,64,8,cat,32.0,3.125,2.0,2.0,2.0,32,3.125,222,15,5,"ZrO2, cat",0.0004889687449500107,True,True,True,True,True,True,True,True,True,True,True,True
3303,aims/ZrO2_Sb3.1cat/LDA/Sb0/bulk/No137/out.x,True,True,pw-lda,222,6.01875000000106e-07,-1.1812500000054213e-07,6.812499999999778e-07,9.166834752248049e-07,96,O Sb Zr,64 1 31,1037.7451219711909,10.07040518296251,10.232936209263524,10.07032506106265,89.99791487058498,90.00106314290032,89.99993917585242,-3368107.52389057,0.000855892117938905,137,ZrO2,Sb,1,1,1,31,64,8,cat,32.0,3.125,2.0,2.0,2.0,32,3.125,222,15,5,"ZrO2, cat",6.133571808092375e-07,True,True,True,True,True,True,True,True,True,True,True,True
3304,aims/ZrO2_Sb6.2cat_122/LDA/Sb0/bulk/No14/out.x,True,True,pw-lda,422,-0.0006824362500000013,-0.0007379243749999994,0.00022270062499999899,0.0010294887988261912,48,O Sb Zr,32 1 15,547.9788026334475,5.095743176779936,10.367776396128113,10.51255392879393,90.04795526686074,80.62791354117212,89.8689594009498,-1724063.66743991,0.0009701766203996401,14,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,1.0,2.0,2.0,16,6.25,122,15,5,"ZrO2, cat",0.0010051127392154595,True,True,True,True,True,True,True,True,True,True,True,True
3305,aims/ZrO2_Sb6.2cat_212/LDA/Sb0/bulk/No14/out.x,True,True,pw-lda,242,-0.0010986931249999993,-0.0006749262500000005,-8.501687500000153e-05,0.0012922383274365813,48,O Sb Zr,32 1 15,548.7981183110635,10.205013482967844,5.175951189707397,10.53373019218739,90.01652260818787,80.52026860861977,89.8451485542132,-1724063.7490763,0.000826394826827713,14,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,15,5,"ZrO2, cat",0.001289438647575497,True,True,True,True,True,True,True,True,True,True,True,True
3306,aims/ZrO2_Sb6.2cat/LDA/Sb0/bulk/No14/out.x,True,True,pw-lda,224,-0.0009589599999999976,-0.0006917143749999992,0.00019068250000000469,0.0011976781178546624,48,O Sb Zr,32 1 15,548.7963053178387,10.208550287895703,10.348071913189283,5.267613975266878,90.00907889226801,80.47804981618174,89.87516965524252,-1724063.79108269,0.0008439423140850599,14,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,15,5,"ZrO2, cat",0.0011824013946970947,True,True,True,True,True,True,True,True,True,True,True,True
3307,aims/ZrO2_Sb6.2cat_122/LDA/Sb0/bulk/No29/out.x,True,True,pw-lda,422,-0.0009453193750000016,-0.00014357250000000083,0.014401771875000004,0.014433477575520312,48,O Sb Zr,32 1 15,529.6571381292662,5.025381522777613,10.44762298411626,10.088132075102914,90.0446755083083,89.81855734201649,89.9523742826525,-1724063.0684237,0.000648371749636775,29,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,1.0,2.0,2.0,16,6.25,122,15,5,"ZrO2, cat",0.0009561599152373225,True,True,True,True,True,True,True,True,True,True,True,True
3308,aims/ZrO2_Sb6.2cat_212/LDA/Sb0/bulk/No29/out.x,True,True,pw-lda,242,-0.0012549881250000002,-6.562499999989216e-07,0.01443541375,0.014489864242229603,48,O Sb Zr,32 1 15,529.2747870036542,10.049140996800766,5.22290805354175,10.084208954630702,90.04493838395962,89.85192224141417,89.92571226408488,-1724063.13942479,0.00037857052291418,29,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,15,5,"ZrO2, cat",0.0012549882965809198,True,True,True,True,True,True,True,True,True,True,True,True
3309,aims/ZrO2_Sb6.2cat/LDA/Sb0/bulk/No29/out.x,True,True,pw-lda,224,-0.0012522606250000036,-0.0001675843750000008,0.014357978125,0.01441345819134492,48,O Sb Zr,32 1 15,529.1141402401391,10.050710811979652,10.44509468993072,5.040151432641259,90.03837768773998,89.7897230302033,89.92701893447719,-1724063.15235166,0.000724057539324095,29,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,15,5,"ZrO2, cat",0.00126342439254177,True,True,True,True,True,True,True,True,True,True,True,True
3310,aims/ZrO2_Sb6.2cat_212/LDA/Sb0/bulk/No61/out.x,True,True,pw-lda,242,-0.0012185606250000006,-0.0004719837499999994,0.0005968275000000032,0.0014366146740934773,48,O Sb Zr,32 1 15,549.6234984387637,10.118005859184906,5.1562195657686285,10.535227086057802,89.89155588182909,90.1944835923812,89.84203287652046,-1724063.38066917,0.0005817770566267951,61,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,15,5,"ZrO2, cat",0.0013067741415655782,True,True,True,True,True,True,True,True,True,True,True,True
3311,aims/ZrO2_Sb6.2cat/LDA/Sb0/bulk/No61/out.x,True,True,pw-lda,224,-0.0010896018750000006,-0.0005189487499999993,0.0006110443749999943,0.0013527436118308644,48,O Sb Zr,32 1 15,549.6861363496745,10.119505661847516,10.306088505599146,5.270671880369492,89.93439534621191,90.20340940319592,89.85786596441184,-1724063.43915289,0.0009695505510240891,61,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,15,5,"ZrO2, cat",0.0012068720110807436,True,True,True,True,True,True,True,True,True,True,True,True
3312,aims/ZrO2_Sb6.2cat_122/LDA/Sb0/bulk/No137/out.x,True,True,pw-lda,422,-1.1568749999999348e-06,-3.7500000000041024e-07,-1.5700000000003005e-06,1.9859216413610333e-06,48,O Sb Zr,32 1 15,519.6280564077188,5.038835070739659,10.23533009110191,10.075360542553362,89.99661796824196,89.99942978057045,89.99895344999882,-1724063.01652917,0.000648257729558216,137,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,1.0,2.0,2.0,16,6.25,122,15,5,"ZrO2, cat",1.216135175720675e-06,True,True,True,True,True,True,True,True,True,True,True,True
3313,aims/ZrO2_Sb6.2cat_212/LDA/Sb0/bulk/No137/out.x,True,True,pw-lda,242,7.806249999997777e-07,-2.668749999989663e-07,8.162500000000487e-07,1.1605437168625664e-06,48,O Sb Zr,32 1 15,519.5814447745214,10.076448511763717,5.117275255166833,10.07644562618304,90.00083034415786,89.99707523057026,90.000752840307,-1724063.01035986,0.000370268843984944,137,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,1.0,2.0,16,6.25,212,15,5,"ZrO2, cat",8.249834278633123e-07,True,True,True,True,True,True,True,True,True,True,True,True
3314,aims/ZrO2_Sb6.2cat/LDA/Sb0/bulk/No137/out.x,True,True,pw-lda,224,-1.7656249999996215e-06,-3.437500000001845e-07,-1.533750000000003e-06,2.3638918684288e-06,48,O Sb Zr,32 1 15,519.6270392837928,10.07539288431324,10.23531400062734,5.038816949757859,89.9977676096262,89.99921594419102,89.99893917790934,-1724063.01652332,0.000686941963187226,137,ZrO2,Sb,1,1,1,15,32,4,cat,16.0,6.25,2.0,2.0,1.0,16,6.25,221,15,5,"ZrO2, cat",1.7987761681553907e-06,True,True,True,True,True,True,True,True,True,True,True,True
3315,aims/ZrO2_Sb3.1inter_222/LDA/iSb0/bulk/No14/out.x,True,True,pw-lda,222,-0.0013597209375000006,-0.0005876587500000008,4.46240624999985e-05,0.0014819497769092743,97,O Sb Zr,64 1 32,1111.2121395173365,10.274007816951826,10.416111761508963,10.558301538221674,89.77233695843954,79.56921049235542,89.77929001431498,-3466782.13066603,0.000264638917498625,14,ZrO2,Sb,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,15,5,"ZrO2, inter",0.0014812777708206669,True,True,True,True,True,True,True,True,True,True,True,True
3316,aims/ZrO2_Sb3.1inter_222/LDA/iSb0/bulk/No29/out.x,True,True,pw-lda,222,-0.0006083896874999994,-0.00034308687500000023,0.0140489659375,0.01406631758950042,97,O Sb Zr,64 1 32,1076.4490328605798,10.079751393170367,10.517067853236377,10.157749490126912,89.30990354805702,91.3098554042127,90.24642644254335,-3466779.76677946,0.000429463971608216,29,ZrO2,Sb,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,15,5,"ZrO2, inter",0.0006984601747083456,True,True,True,True,True,True,True,True,True,True,True,True
3317,aims/ZrO2_Sb3.1inter_222/LDA/iSb0/bulk/No61/out.x,True,True,pw-lda,222,-8.531250000004901e-08,-1.6593750000069507e-07,6.374999999658564e-08,1.971738802739949e-07,97,O Sb Zr,64 1 32,1111.6813343427157,10.151567908575787,10.373316151857779,10.55913803327847,90.07945467202579,91.2173654745327,89.91688727598661,-3466781.76885912,0.000343443176651038,61,ZrO2,Sb,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,15,5,"ZrO2, inter",1.8658369854502037e-07,True,True,True,True,True,True,True,True,True,True,True,True
3318,aims/ZrO2_Sb3.1inter_222/LDA/iSb0/bulk/No137/out.x,True,True,pw-lda,222,-0.001684367499999998,-0.0009016196874999996,-0.0016889465624999995,0.0025500102797683787,97,O Sb Zr,64 1 32,1070.0744818122866,10.182524990652302,10.336630396684043,10.182473565884305,89.56554779645647,86.86556898274517,89.56766092146444,-3466779.44262744,0.000362746693064729,137,ZrO2,Sb,1,1,1,32,64,8,inter,32.333333333333336,3.092783505154639,2.0,2.0,2.0,32,3.125,222,15,5,"ZrO2, inter",0.0019105004412309987,True,True,True,True,True,True,True,True,True,True,False,False
3319,aims/ZrO2_Sb6.2inter_122/LDA/iSb0/bulk/No14/out.x,True,True,pw-lda,422,-0.00480868625,-0.0014738306249999983,0.00031205875000000013,0.005039148819550632,49,O Sb Zr,32 1 16,565.9882748334005,5.177822086772153,10.506343988364836,10.609436463795758,88.86789800379519,78.78560577197305,89.16055734951362,-1822737.38132644,0.000827813941735901,14,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,15,5,"ZrO2, inter",0.005029477126116288,True,True,True,True,True,True,True,True,True,True,True,True
3320,aims/ZrO2_Sb6.2inter_212/LDA/iSb0/bulk/No14/out.x,True,True,pw-lda,242,0.0004146431249999946,0.0014382781250000009,0.0007831462500000005,0.0016893463040041088,49,O Sb Zr,32 1 16,564.800953217603,10.432612155638092,5.1962667929982915,10.650180910227323,90.40478936822691,78.03755837243071,90.10718818452234,-1822736.9407858,0.000511944590906733,14,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,15,5,"ZrO2, inter",0.0014968543302416835,True,True,True,True,True,True,True,True,True,True,True,True
3321,aims/ZrO2_Sb6.2inter_221/LDA/iSb0/bulk/No14/out.x,True,True,pw-lda,224,-0.00258339875,-0.0005161300000000001,0.000635798750000003,0.0027100884356240345,49,O Sb Zr,32 1 16,565.3518386283837,10.356082133675782,10.529626117741957,5.285455699540134,89.15892637749113,78.83901281614261,89.14564688149026,-1822737.17756082,0.0007953904257287559,14,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,15,5,"ZrO2, inter",0.0026344523678369213,True,True,True,True,True,True,True,True,True,True,True,True
3322,aims/ZrO2_Sb6.2inter_122/LDA/iSb0/bulk/No29/out.x,True,True,pw-lda,422,0.0008225887499999997,-0.00221067,0.01131706875,0.01156026639800109,49,O Sb Zr,32 1 16,547.039301888879,5.090240519864758,10.475671947555961,10.28232375401026,88.20402141148605,92.85753027297994,91.98772687612312,-1822736.13359858,0.000638235308019031,29,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,15,5,"ZrO2, inter",0.002358752657767779,True,True,True,True,True,True,True,True,True,True,False,False
3323,aims/ZrO2_Sb6.2inter_212/LDA/iSb0/bulk/No29/out.x,True,True,pw-lda,242,0.0016955156249999989,-0.0028869875000000003,0.009906331875,0.010456810282175743,49,O Sb Zr,32 1 16,549.2570147568277,10.156812130625976,5.260098755308079,10.353830724242227,93.8995351199748,95.12811554753912,87.43790858701695,-1822736.43153741,0.00079037356001157,29,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,15,5,"ZrO2, inter",0.003348054667978913,True,True,True,True,True,True,True,False,True,False,False,False
3324,aims/ZrO2_Sb6.2inter_221/LDA/iSb0/bulk/No29/out.x,True,True,pw-lda,224,-0.0016003431249999964,-0.0008771206249999996,0.010002191875000002,0.010167314346121654,49,O Sb Zr,32 1 16,552.0015757776631,10.122417446966855,10.641633756705417,5.13172779061104,88.16845132347208,92.32007711379808,90.82870903585936,-1822735.39502467,0.000838291019954019,29,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,15,5,"ZrO2, inter",0.0018249489605287991,True,True,True,True,True,True,True,True,True,True,False,False
3325,aims/ZrO2_Sb6.2inter_212/LDA/iSb0/bulk/No61/out.x,True,True,pw-lda,242,-0.0008513650000000003,-0.0010353256249999998,0.001345935625000001,0.0018995431607759755,49,O Sb Zr,32 1 16,564.9225766990535,10.22889695916832,5.199259368144463,10.634006162294057,89.45610170949692,92.6299484481604,90.14906242075912,-1822736.96270174,0.0008049065405077691,61,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,15,5,"ZrO2, inter",0.0013404184096790974,True,True,True,True,True,True,True,True,True,True,True,True
3326,aims/ZrO2_Sb6.2inter_221/LDA/iSb0/bulk/No61/out.x,True,True,pw-lda,224,0.0022321881250000008,0.000234723125,0.00012144124999999978,0.0022477781803377193,49,O Sb Zr,32 1 16,567.4363662583676,10.209075176596645,10.513887384045628,5.292753211056231,90.9679592446325,92.44224364231764,89.02685999278035,-1822737.00630479,0.000799762081280385,61,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,2.0,1.0,16,6.25,221,15,5,"ZrO2, inter",0.0022444952151432144,True,True,True,True,True,True,True,True,True,True,True,True
3327,aims/ZrO2_Sb6.2inter_122/LDA/iSb0/bulk/No137/out.x,True,True,pw-lda,422,0.0001350893750000005,0.0008005387499999995,-0.00019216749999999955,0.000834289984085691,49,O Sb Zr,32 1 16,561.2581208141214,5.1563567729479995,10.517684247901776,10.48448790723981,89.06752500639973,93.92926082457,98.3395117233444,-1822736.80791413,0.0005683752765479339,137,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,1.0,2.0,2.0,16,6.25,122,15,5,"ZrO2, inter",0.000811856778926833,True,True,True,True,True,True,True,True,False,False,False,False
3328,aims/ZrO2_Sb6.2inter_212/LDA/iSb0/bulk/No137/out.x,True,True,pw-lda,242,1.7437500000004043e-06,0.002337543125,-3.2000000000102227e-07,0.0023375437973006683,49,O Sb Zr,32 1 16,544.173102948214,10.157617900112939,5.1525419094674785,10.401374810350577,89.99921712996485,91.58919966081524,89.99810210087045,-1822734.69312762,0.000888426633121402,137,ZrO2,Sb,1,1,1,16,32,4,inter,16.333333333333332,6.122448979591838,2.0,1.0,2.0,16,6.25,212,15,5,"ZrO2, inter",0.0023375437753973354,True,True,True,True,True,True,True,True,True,True,False,False
